id,run_id,policy_version,action_type,parameter_value,policy_passed,expected_value_proxy,evidence,constraints_applied,llm_explanation
act_ef565a67,run_v0_001,v0_baseline,NO_ACTION,0.0,False,14.1,"{""customer_id"": ""11"", ""product_id"": ""18465"", ""rfm_segment"": ""New / Promising"", ""overdue_ratio"": 11.17, ""inventory_level"": 121, ""gross_margin_pct"": 0.14}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=-0.01)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_e2471777,run_v0_001,v0_baseline,NO_ACTION,0.0,False,11.1,"{""customer_id"": ""12"", ""product_id"": ""21198"", ""rfm_segment"": ""Need Attention"", ""overdue_ratio"": 10.92, ""inventory_level"": 121, ""gross_margin_pct"": 0.21}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.06)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_7d788265,run_v0_001,v0_baseline,NO_ACTION,0.0,False,12.15,"{""customer_id"": ""13"", ""product_id"": ""19474"", ""rfm_segment"": ""Average Purchaser"", ""overdue_ratio"": 5.86, ""inventory_level"": 142, ""gross_margin_pct"": 0.25}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.1)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_1ed4221c,run_v0_001,v0_baseline,NO_ACTION,0.0,False,31.5,"{""customer_id"": ""14"", ""product_id"": ""4210"", ""rfm_segment"": ""High-Value At-Risk"", ""overdue_ratio"": 25.0, ""inventory_level"": 443, ""gross_margin_pct"": 0.17}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.02)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_0691e9b7,run_v0_001,v0_baseline,NO_ACTION,0.0,False,10.8,"{""customer_id"": ""15"", ""product_id"": ""42862"", ""rfm_segment"": ""High-Value At-Risk"", ""overdue_ratio"": 17.47, ""inventory_level"": 200, ""gross_margin_pct"": 0.13}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=-0.02)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_6d38c24d,run_v0_001,v0_baseline,NO_ACTION,0.0,False,10.5,"{""customer_id"": ""16"", ""product_id"": ""44359"", ""rfm_segment"": ""Average Purchaser"", ""overdue_ratio"": 12.0, ""inventory_level"": 452, ""gross_margin_pct"": 0.12}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=-0.03)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_5a8a69e0,run_v0_001,v0_baseline,NO_ACTION,0.0,False,44.1,"{""customer_id"": ""17"", ""product_id"": ""38444"", ""rfm_segment"": ""High-Value At-Risk"", ""overdue_ratio"": 62.0, ""inventory_level"": 471, ""gross_margin_pct"": 0.11}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=-0.04)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_28ae1c7c,run_v0_001,v0_baseline,NO_ACTION,0.0,False,5.85,"{""customer_id"": ""18"", ""product_id"": ""40723"", ""rfm_segment"": ""New / Promising"", ""overdue_ratio"": 3.13, ""inventory_level"": 341, ""gross_margin_pct"": 0.13}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=-0.02)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_11816542,run_v0_001,v0_baseline,DISCOUNT,0.15,True,30.6,"{""customer_id"": ""19"", ""product_id"": ""41319"", ""rfm_segment"": ""Average Purchaser"", ""overdue_ratio"": 7.25, ""inventory_level"": 62, ""gross_margin_pct"": 0.34}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 41319 replenishment is 625% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (19%) and inventory is above floor."
act_20279bc2,run_v0_001,v0_baseline,NO_ACTION,0.0,False,3.3,"{""customer_id"": ""20"", ""product_id"": ""6184"", ""rfm_segment"": ""Average Purchaser"", ""overdue_ratio"": 8.8, ""inventory_level"": 457, ""gross_margin_pct"": 0.26}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.11)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_3ff6efef,run_v0_001,v0_baseline,NO_ACTION,0.0,False,30.75,"{""customer_id"": ""21"", ""product_id"": ""38444"", ""rfm_segment"": ""Need Attention"", ""overdue_ratio"": 57.6, ""inventory_level"": 471, ""gross_margin_pct"": 0.11}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=-0.04)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_568a0b01,run_v0_001,v0_baseline,NO_ACTION,0.0,False,10.35,"{""customer_id"": ""22"", ""product_id"": ""44359"", ""rfm_segment"": ""High-Value At-Risk"", ""overdue_ratio"": 20.08, ""inventory_level"": 452, ""gross_margin_pct"": 0.12}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=-0.03)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_8ff62df8,run_v0_001,v0_baseline,NO_ACTION,0.0,False,6.0,"{""customer_id"": ""23"", ""product_id"": ""4210"", ""rfm_segment"": ""Low-Value / Lost"", ""overdue_ratio"": 18.0, ""inventory_level"": 443, ""gross_margin_pct"": 0.17}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.02)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_b43dcbc8,run_v0_001,v0_baseline,DISCOUNT,0.15,True,5.7,"{""customer_id"": ""24"", ""product_id"": ""23423"", ""rfm_segment"": ""High-Value At-Risk"", ""overdue_ratio"": 11.5, ""inventory_level"": 338, ""gross_margin_pct"": 0.42}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 23423 replenishment is 1050% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (27%) and inventory is above floor."
act_15260b6a,run_v0_001,v0_baseline,DISCOUNT,0.15,True,3.15,"{""customer_id"": ""25"", ""product_id"": ""31225"", ""rfm_segment"": ""New / Promising"", ""overdue_ratio"": 6.25, ""inventory_level"": 195, ""gross_margin_pct"": 0.43}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 31225 replenishment is 525% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (28%) and inventory is above floor."
act_58f65814,run_v0_001,v0_baseline,DISCOUNT,0.15,True,8.4,"{""customer_id"": ""26"", ""product_id"": ""45650"", ""rfm_segment"": ""Average Purchaser"", ""overdue_ratio"": 9.86, ""inventory_level"": 411, ""gross_margin_pct"": 0.42}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 45650 replenishment is 886% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (27%) and inventory is above floor."
act_b248e5a1,run_v0_001,v0_baseline,DISCOUNT,0.15,True,115.2,"{""customer_id"": ""27"", ""product_id"": ""33736"", ""rfm_segment"": ""Need Attention"", ""overdue_ratio"": 64.22, ""inventory_level"": 138, ""gross_margin_pct"": 0.31}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 33736 replenishment is 6322% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (16%) and inventory is above floor."
act_e36c33d2,run_v0_001,v0_baseline,DISCOUNT,0.15,True,27.45,"{""customer_id"": ""28"", ""product_id"": ""48105"", ""rfm_segment"": ""Need Attention"", ""overdue_ratio"": 17.17, ""inventory_level"": 115, ""gross_margin_pct"": 0.31}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 48105 replenishment is 1617% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (16%) and inventory is above floor."
act_a194d0c2,run_v0_001,v0_baseline,NO_ACTION,0.0,False,33.75,"{""customer_id"": ""29"", ""product_id"": ""38233"", ""rfm_segment"": ""Need Attention"", ""overdue_ratio"": 16.36, ""inventory_level"": 304, ""gross_margin_pct"": 0.19}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.04)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_a81053f2,run_v0_001,v0_baseline,NO_ACTION,0.0,False,1.65,"{""customer_id"": ""30"", ""product_id"": ""6184"", ""rfm_segment"": ""Average Purchaser"", ""overdue_ratio"": 18.53, ""inventory_level"": 457, ""gross_margin_pct"": 0.26}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.11)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_996ef7a8,run_v0_001,v0_baseline,NO_ACTION,0.0,False,44.85,"{""customer_id"": ""31"", ""product_id"": ""25132"", ""rfm_segment"": ""Champion / Loyal"", ""overdue_ratio"": 9.92, ""inventory_level"": 73, ""gross_margin_pct"": 0.2}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.05)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_9dfda2d0,run_v0_001,v0_baseline,NO_ACTION,0.0,False,17.1,"{""customer_id"": ""32"", ""product_id"": ""5612"", ""rfm_segment"": ""New / Promising"", ""overdue_ratio"": 12.62, ""inventory_level"": 342, ""gross_margin_pct"": 0.21}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.06)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_0de49a57,run_v0_001,v0_baseline,NO_ACTION,0.0,False,7.95,"{""customer_id"": ""33"", ""product_id"": ""36086"", ""rfm_segment"": ""Low-Value / Lost"", ""overdue_ratio"": 11.73, ""inventory_level"": 211, ""gross_margin_pct"": 0.29}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.14)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_29c444bc,run_v0_001,v0_baseline,NO_ACTION,0.0,False,4.8,"{""customer_id"": ""34"", ""product_id"": ""21137"", ""rfm_segment"": ""New / Promising"", ""overdue_ratio"": 4.0, ""inventory_level"": 113, ""gross_margin_pct"": 0.12}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=-0.03)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_f220933b,run_v0_001,v0_baseline,DISCOUNT,0.15,True,27.6,"{""customer_id"": ""35"", ""product_id"": ""38596"", ""rfm_segment"": ""High-Value At-Risk"", ""overdue_ratio"": 22.45, ""inventory_level"": 104, ""gross_margin_pct"": 0.41}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 38596 replenishment is 2145% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (26%) and inventory is above floor."
act_6fc04fd6,run_v0_001,v0_baseline,DISCOUNT,0.15,True,22.95,"{""customer_id"": ""36"", ""product_id"": ""46088"", ""rfm_segment"": ""High-Value At-Risk"", ""overdue_ratio"": 31.04, ""inventory_level"": 79, ""gross_margin_pct"": 0.33}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 46088 replenishment is 3004% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (18%) and inventory is above floor."
act_ee69cdab,run_v0_001,v0_baseline,NO_ACTION,0.0,False,28.2,"{""customer_id"": ""37"", ""product_id"": ""38693"", ""rfm_segment"": ""Champion / Loyal"", ""overdue_ratio"": 21.8, ""inventory_level"": 101, ""gross_margin_pct"": 0.17}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.02)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_936c4da9,run_v0_001,v0_baseline,NO_ACTION,0.0,False,29.25,"{""customer_id"": ""38"", ""product_id"": ""19816"", ""rfm_segment"": ""Average Purchaser"", ""overdue_ratio"": 23.0, ""inventory_level"": 335, ""gross_margin_pct"": 0.11}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=-0.04)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_9b3a1027,run_v0_001,v0_baseline,NO_ACTION,0.0,False,21.15,"{""customer_id"": ""39"", ""product_id"": ""23291"", ""rfm_segment"": ""New / Promising"", ""overdue_ratio"": 8.88, ""inventory_level"": 344, ""gross_margin_pct"": 0.13}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=-0.02)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_cf0c99ae,run_v0_001,v0_baseline,NO_ACTION,0.0,False,15.6,"{""customer_id"": ""40"", ""product_id"": ""23472"", ""rfm_segment"": ""Average Purchaser"", ""overdue_ratio"": 10.34, ""inventory_level"": 333, ""gross_margin_pct"": 0.17}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.02)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_b87009e1,run_v0_001,v0_baseline,DISCOUNT,0.15,True,9.75,"{""customer_id"": ""41"", ""product_id"": ""42828"", ""rfm_segment"": ""Average Purchaser"", ""overdue_ratio"": 16.0, ""inventory_level"": 68, ""gross_margin_pct"": 0.47}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 42828 replenishment is 1500% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (32%) and inventory is above floor."
