order_id,user_id,order_number,days_since_prior_order,order_ts
1643524,48,5,29.0,2023-07-22
501067,48,4,27.0,2023-06-23
2766710,48,3,15.0,2023-05-27
3166874,48,2,27.0,2023-05-12
1035233,48,1,0.0,2023-04-15
519514,49,9,2.0,2023-11-04
1250641,49,8,28.0,2023-11-02
500437,49,7,30.0,2023-10-05
379097,49,6,30.0,2023-09-05
1557694,49,5,19.0,2023-08-06
1526098,49,4,30.0,2023-07-18
3283823,49,3,30.0,2023-06-18
2406693,49,2,30.0,2023-05-19
1216869,49,1,0.0,2023-04-19
1750084,50,68,7.0,2023-12-22
103726,50,67,6.0,2023-12-15
2107003,50,66,3.0,2023-12-09
2740653,50,65,6.0,2023-12-06
309687,50,64,10.0,2023-11-30
3175017,50,63,4.0,2023-11-20
373535,50,62,4.0,2023-11-16
1915162,50,61,3.0,2023-11-12
2757345,50,60,1.0,2023-11-09
2236363,50,59,5.0,2023-11-08
2670599,50,58,5.0,2023-11-03
636918,50,57,5.0,2023-10-29
182020,50,56,6.0,2023-10-24
3205359,50,55,2.0,2023-10-18
642111,50,54,3.0,2023-10-16
3330597,50,53,2.0,2023-10-13
3044151,50,52,3.0,2023-10-11
1229178,50,51,11.0,2023-10-08
2018336,50,50,3.0,2023-09-27
3147929,50,49,5.0,2023-09-24
1939933,50,48,5.0,2023-09-19
412136,50,47,6.0,2023-09-14
1076291,50,46,2.0,2023-09-08
1368931,50,45,6.0,2023-09-06
3014513,50,44,3.0,2023-08-31
1237400,50,43,4.0,2023-08-28
131991,50,42,2.0,2023-08-24
1158241,50,41,4.0,2023-08-22
3285176,50,40,4.0,2023-08-18
2885215,50,39,5.0,2023-08-14
1177903,50,38,4.0,2023-08-09
2425696,50,37,3.0,2023-08-05
2981401,50,36,4.0,2023-08-02
2049647,50,35,4.0,2023-07-29
867561,50,34,2.0,2023-07-25
2443843,50,33,10.0,2023-07-23
623555,50,32,7.0,2023-07-13
2870447,50,31,6.0,2023-07-06
3276486,50,30,7.0,2023-06-30
3112215,50,29,1.0,2023-06-23
2333885,50,28,4.0,2023-06-22
1182191,50,27,11.0,2023-06-18
1291785,50,26,6.0,2023-06-07
886814,50,25,6.0,2023-06-01
536094,50,24,4.0,2023-05-26
458687,50,23,5.0,2023-05-22
3067010,50,22,7.0,2023-05-17
1077695,50,21,14.0,2023-05-10
2829245,50,20,5.0,2023-04-26
505360,50,19,2.0,2023-04-21
2199859,50,18,6.0,2023-04-19
1856643,50,17,8.0,2023-04-13
2102570,50,16,13.0,2023-04-05
1261865,50,15,5.0,2023-03-23
482971,50,14,5.0,2023-03-18
218647,50,13,10.0,2023-03-13
771250,50,12,4.0,2023-03-03
935755,50,11,4.0,2023-02-27
1431607,50,10,5.0,2023-02-23
1941871,50,9,5.0,2023-02-18
1673791,50,8,3.0,2023-02-13
357849,50,7,8.0,2023-02-10
1905727,50,6,5.0,2023-02-02
2756806,50,5,11.0,2023-01-28
3201640,50,4,6.0,2023-01-17
