id,run_id,policy_version,action_type,parameter_value,policy_passed,expected_value_proxy,evidence,constraints_applied,llm_explanation
act_8478a87b,run_v0_001,v0_baseline,NO_ACTION,0.0,False,33.75,"{""customer_id"": ""29"", ""product_id"": ""38233"", ""rfm_segment"": ""Need Attention"", ""overdue_ratio"": 16.36, ""inventory_level"": 304, ""gross_margin_pct"": 0.19}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.04)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_552f8c3d,run_v0_001,v0_baseline,NO_ACTION,0.0,False,1.65,"{""customer_id"": ""30"", ""product_id"": ""6184"", ""rfm_segment"": ""Average Purchaser"", ""overdue_ratio"": 18.53, ""inventory_level"": 457, ""gross_margin_pct"": 0.26}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.11)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_abc221fc,run_v0_001,v0_baseline,NO_ACTION,0.0,False,44.85,"{""customer_id"": ""31"", ""product_id"": ""25132"", ""rfm_segment"": ""Champion / Loyal"", ""overdue_ratio"": 9.92, ""inventory_level"": 73, ""gross_margin_pct"": 0.2}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.05)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_25b3a03f,run_v0_001,v0_baseline,NO_ACTION,0.0,False,17.1,"{""customer_id"": ""32"", ""product_id"": ""5612"", ""rfm_segment"": ""New / Promising"", ""overdue_ratio"": 12.62, ""inventory_level"": 342, ""gross_margin_pct"": 0.21}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.06)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_e6b89d0c,run_v0_001,v0_baseline,NO_ACTION,0.0,False,7.95,"{""customer_id"": ""33"", ""product_id"": ""36086"", ""rfm_segment"": ""Low-Value / Lost"", ""overdue_ratio"": 11.73, ""inventory_level"": 211, ""gross_margin_pct"": 0.29}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.14)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_660a319b,run_v0_001,v0_baseline,NO_ACTION,0.0,False,4.8,"{""customer_id"": ""34"", ""product_id"": ""21137"", ""rfm_segment"": ""New / Promising"", ""overdue_ratio"": 4.0, ""inventory_level"": 113, ""gross_margin_pct"": 0.12}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=-0.03)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_91feabcd,run_v0_001,v0_baseline,DISCOUNT,0.15,True,27.6,"{""customer_id"": ""35"", ""product_id"": ""38596"", ""rfm_segment"": ""High-Value At-Risk"", ""overdue_ratio"": 22.45, ""inventory_level"": 104, ""gross_margin_pct"": 0.41}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 38596 replenishment is 2145% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (26%) and inventory is above floor."
act_3cdae34a,run_v0_001,v0_baseline,DISCOUNT,0.15,True,22.95,"{""customer_id"": ""36"", ""product_id"": ""46088"", ""rfm_segment"": ""High-Value At-Risk"", ""overdue_ratio"": 31.04, ""inventory_level"": 79, ""gross_margin_pct"": 0.33}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 46088 replenishment is 3004% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (18%) and inventory is above floor."
act_23f44580,run_v0_001,v0_baseline,NO_ACTION,0.0,False,28.2,"{""customer_id"": ""37"", ""product_id"": ""38693"", ""rfm_segment"": ""Champion / Loyal"", ""overdue_ratio"": 21.8, ""inventory_level"": 101, ""gross_margin_pct"": 0.17}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.02)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_c426151f,run_v0_001,v0_baseline,NO_ACTION,0.0,False,29.25,"{""customer_id"": ""38"", ""product_id"": ""19816"", ""rfm_segment"": ""Average Purchaser"", ""overdue_ratio"": 23.0, ""inventory_level"": 335, ""gross_margin_pct"": 0.11}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=-0.04)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_0bccd723,run_v0_001,v0_baseline,NO_ACTION,0.0,False,21.15,"{""customer_id"": ""39"", ""product_id"": ""23291"", ""rfm_segment"": ""New / Promising"", ""overdue_ratio"": 8.88, ""inventory_level"": 344, ""gross_margin_pct"": 0.13}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=-0.02)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_79ff9acd,run_v0_001,v0_baseline,NO_ACTION,0.0,False,15.6,"{""customer_id"": ""40"", ""product_id"": ""23472"", ""rfm_segment"": ""Average Purchaser"", ""overdue_ratio"": 10.34, ""inventory_level"": 333, ""gross_margin_pct"": 0.17}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""FAIL (post_margin=0.02)""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]",Action Suppressed. Failed constraints: ['margin_floor'].
act_09a604a6,run_v0_001,v0_baseline,DISCOUNT,0.15,True,9.75,"{""customer_id"": ""41"", ""product_id"": ""42828"", ""rfm_segment"": ""Average Purchaser"", ""overdue_ratio"": 16.0, ""inventory_level"": 68, ""gross_margin_pct"": 0.47}","[{""rule"": ""max_actions_per_user"", ""value"": 1, ""check"": ""PASS""}, {""rule"": ""inventory_floor"", ""value"": 50, ""check"": ""PASS""}, {""rule"": ""margin_floor"", ""value"": 0.15, ""check"": ""PASS""}, {""rule"": ""max_discount_pct"", ""value"": 0.15, ""check"": ""PASS""}]","Since your 42828 replenishment is 1500% overdue, we are automatically offering a 15% discount. All constraints passed: margin is healthy (32%) and inventory is above floor."
